striker,format,cluster,average,strike_rate,boundary_pct,dot_pct,runs,player_score
M Kaif,IPL,2,16.19,103.6,11.2,44.4,259,3197.2
C Hartmann,T20I,2,21.58,104.44,10.08,39.92,259,3400.4
JE Taylor,ODI,1,8.6,87.16,11.49,57.43,258,2517.3
SY Nihute,T20I,1,17.2,88.36,6.16,42.81,258,2710.0
SS Eskinazi,BBL,2,21.5,119.44,15.74,43.52,258,3931.5
AJ Bichel,ODI,1,28.67,89.9,8.71,47.74,258,3261.1
S Ecclestone,Test,6,19.77,46.56,5.8,75.54,257,1813.3
CB Wishart,Test,6,28.56,51.5,7.62,77.76,257,2332.8
JT Smuts,T20I,2,13.53,108.9,15.68,50.0,257,3389.5
F Kuenburg,T20I,5,64.25,105.76,12.35,38.68,257,5187.6
Ayesha Hasan,T20I,1,11.17,75.59,6.47,53.82,257,2169.8
Nasrulla Rana,T20I,2,10.71,115.77,13.51,43.24,257,3331.0
AB Kaur,ODI,1,19.77,77.18,7.51,49.85,257,2640.4
K Shrestha,T20I,1,10.71,74.93,7.29,57.73,257,2142.2
Fayaz Khan,T20I,3,16.06,167.97,24.18,38.56,257,5034.9
RRS Cornwall,Test,6,19.69,60.38,9.2,71.7,256,2228.7
DBL Powell,Test,6,9.85,37.93,5.19,79.85,256,1280.6
M Chadha,T20I,2,32.0,109.4,13.68,42.74,256,4059.3
I Udana,T20I,2,16.0,137.63,16.13,38.17,256,4080.0
Muslim Yar,T20I,2,13.42,120.85,14.22,43.6,255,3545.1
R Gunasekera,ODI,6,19.62,57.56,5.19,66.82,255,1964.9
Rameez Shahzad,T20I,2,23.18,101.19,11.11,45.24,255,3407.3
C Kellaway,BBL,2,18.21,123.19,14.01,34.3,255,3876.1
S Kato,T20I,1,12.14,77.27,7.88,53.03,255,2334.5
SL Malinga,Test,6,13.42,47.57,7.46,79.1,255,1699.5
L Wolvaardt,Test,6,31.88,40.67,5.58,80.54,255,2170.6
Faraaz Mehti Abbas,T20I,2,18.14,105.83,12.5,47.5,254,3343.0
S Choden,T20I,1,9.77,57.86,2.73,56.49,254,1583.1
NMS Param,T20I,2,28.22,126.37,13.93,31.34,254,4332.4
JM Anderson,ODI,6,7.47,51.0,4.42,67.67,254,1354.5
BJ Curran,Test,6,23.09,48.11,5.49,74.62,254,1938.2
KJ Garth,ODI,6,16.93,55.95,4.41,61.67,254,1863.1
Kashif Siddique,T20I,3,21.17,138.04,24.46,45.11,254,4735.4
CMW Read,Test,6,25.4,46.18,5.27,75.27,254,1983.3
BB Chari,Test,6,18.14,39.56,4.98,81.0,254,1599.8
Khizar Hayat,T20I,1,13.32,96.93,7.66,34.48,253,2901.8
Yasin Patel,T20I,1,14.88,88.15,6.27,42.16,253,2636.0
Sayed Monib,T20I,3,16.87,182.01,25.9,30.94,253,5455.2
Ameer Saiyed,T20I,1,15.81,95.11,9.02,46.99,253,2881.8
Taskin Ahmed,ODI,6,7.67,59.81,6.38,66.67,253,1629.2
Sohail Khan,Test,6,28.0,76.83,12.8,71.95,252,3008.2
RMMP Rathnayake,Test,6,25.2,57.01,6.79,72.4,252,2227.3
S Tippoch,T20I,1,9.69,67.92,5.12,55.53,252,1892.6
NM Coulter-Nile,ODI,1,16.8,96.18,9.92,47.33,252,2988.8
R Coker,T20I,1,9.69,65.45,5.19,59.48,252,1806.5
S Sreesanth,Test,6,9.33,52.07,7.85,77.07,252,1634.2
JL Gunn,Test,6,31.5,33.33,3.44,81.48,252,1911.3
CP Rizwan,T20I,2,25.2,112.5,11.16,32.14,252,3830.2
CD McMillan,Test,5,42.0,54.31,6.68,71.77,252,2812.4
H Goto,T20I,1,10.5,60.87,2.9,57.0,252,1656.0
M Jansen,T20I,3,18.0,144.0,20.0,43.43,252,4425.7
A Kheterpal,T20I,2,25.2,127.27,17.68,40.4,252,4352.0
P Khadka,ODI,5,36.0,81.82,11.69,61.36,252,3427.0
J Avendano,BBL,2,13.94,112.56,13.9,47.09,251,3377.7
JP Duminy,PSL,2,27.89,100.8,12.05,43.37,251,3667.3
BR McDermott,CPL,3,22.82,141.01,23.03,48.31,251,4697.1
Manjural Islam Rana,ODI,6,27.89,54.92,3.72,64.55,251,2172.2
FA Cossa,T20I,2,25.0,112.61,16.67,53.6,250,3884.6
Tushar Imran,ODI,6,13.16,54.35,6.09,69.35,250,1701.1
KO Otieno,ODI,6,13.16,43.78,5.78,76.01,250,1524.4
KS Ahuja,WPL,2,13.89,125.0,16.5,36.5,250,3873.1
Amjad Ali,ODI,6,24.9,66.4,8.8,66.13,249,2535.3
DA Marillier,ODI,1,24.9,71.14,7.14,57.14,249,2618.9
B Kohler-Cadmore,T20I,3,41.5,196.06,33.86,33.07,249,6621.2
Harpreet Brar,IPL,2,19.15,120.87,14.56,40.29,249,3829.3
NJ Carey,ODI,2,35.57,113.18,10.45,31.82,249,4185.3
Kanchan Rana,T20I,1,19.15,95.4,7.28,41.0,249,2980.1
RV Uthappa,T20I,2,24.9,118.01,15.17,41.23,249,4032.5
Aminuddin Ramly,T20I,3,16.6,149.1,17.96,32.93,249,4457.6
SH Venugopal,T20I,2,22.64,107.79,9.09,35.06,249,3488.6
JS Malhotra,T20I,2,20.67,116.43,12.68,35.21,248,3771.7
SR Clark,Test,6,13.05,70.06,7.91,68.36,248,2050.4
L Keny,T20I,1,10.78,69.08,3.9,50.97,248,1932.8
J Yadav,Test,6,31.0,43.13,5.39,77.22,248,2158.1
AI Chudasama,T20I,1,16.53,91.51,8.86,43.54,248,2896.7
M Raikes,T20I,3,41.33,154.04,21.74,31.06,248,5732.1
Wasim Ali,T20I,2,20.58,125.38,15.23,36.55,247,4043.4
J Glasgow,T20I,2,22.45,101.65,10.7,43.21,247,3386.8
B Bezuidenhout,T20I,2,12.35,101.23,13.11,47.95,247,3095.1
K Gowtham,IPL,3,13.72,166.89,21.62,33.78,247,4828.2
D Muhumuza,T20I,2,22.45,99.6,11.29,46.37,247,3352.5
Mohammad Sami,ODI,1,15.38,68.91,5.6,57.7,246,2119.8
Abhishek Ahuja,T20I,2,22.36,116.59,13.74,41.71,246,3814.8
WP Masakadza,ODI,1,13.67,65.6,6.4,59.73,246,2034.0
MD Bell,Test,6,30.62,48.04,8.24,78.63,245,2401.6
C Bosch,Test,5,61.25,76.8,10.03,59.25,245,4222.5
Fanyan Mughal,T20I,2,12.89,108.41,15.04,51.33,245,3295.2
Sufyan Mehmood,T20I,1,18.85,78.27,6.71,46.96,245,2607.2
AA Patil,T20I,2,20.42,109.38,11.61,36.61,245,3572.7
AD Mascarenhas,ODI,1,24.5,95.33,9.73,50.19,245,3211.2
AT Nidamanuru,T20I,2,13.56,108.44,10.22,43.56,244,3110.3
G Wetherall,T20I,2,20.33,111.42,15.53,49.77,244,3670.8
GA Elwiss,ODI,1,22.18,76.01,7.48,53.89,244,2652.9
Imran Ameer,T20I,2,20.33,110.91,12.27,34.09,244,3670.4
SM Davies,ODI,2,30.5,105.63,15.58,51.08,244,3956.4
Ali Nayyer,T20I,2,20.33,129.1,13.23,33.86,244,3990.3
Shuvagata Hom,Test,6,22.18,55.84,6.64,68.88,244,2102.6
Amir Zaib,T20I,2,20.25,127.23,14.66,35.6,243,4031.7
AR Odedara,ODI,6,27.0,52.37,6.25,72.41,243,2193.0
IS Sodhi,T20I,2,9.0,108.97,11.66,45.29,243,3017.8
Shakeel Ahmed,T20I,1,14.29,96.05,9.88,46.64,243,2898.7
ML Udawatte,ODI,1,27.0,68.84,7.37,60.06,243,2638.4
JNT Seales,Test,6,8.38,40.43,4.49,80.37,243,1211.6
S Foster,T20I,1,17.36,92.75,7.25,43.13,243,2842.8
Ali Nawaz,T20I,2,16.2,114.08,10.8,42.25,243,3344.8
Karri Gullem Keen,T20I,1,16.2,82.09,11.15,56.08,243,2726.3
P Maziya,T20I,1,9.68,56.54,4.21,61.45,242,1587.4
Faheem Nellancheri,T20I,2,16.13,135.96,17.98,43.82,242,4102.2
Harmeet Singh,T20I,2,16.13,145.78,16.87,34.34,242,4300.0
PL Mommsen,T20I,2,24.2,131.52,15.22,34.78,242,4288.3
C Tommy,T20I,1,14.24,93.44,8.49,45.17,242,2788.8
M Veringmeier,T20I,2,24.2,111.52,12.9,34.1,242,3865.5
JN Malan,T20I,3,21.91,129.57,19.35,43.55,241,4325.2
GSNFG Jayasuriya,T20I,2,15.06,108.56,12.61,41.89,241,3350.9
Khalid Ahmadi,T20I,3,18.54,174.64,26.09,36.23,241,5378.7
S Sajana,WPL,3,17.21,140.94,23.98,42.69,241,4627.8
Adam Senn,T20I,2,24.1,118.14,9.31,26.47,241,3823.3
Q Sampson,CPL,3,40.17,151.57,21.38,40.88,241,5489.0
Aaftab Alam Khan,T20I,2,17.21,124.23,14.95,39.69,241,3836.6
SM Katich,IPL,2,24.1,129.57,18.28,43.01,241,4343.7
J Glasgow,ODI,1,14.12,75.71,10.73,61.51,240,2453.6
Sandeep Goud,T20I,1,8.57,80.81,7.07,52.86,240,2195.9
D Ferreira,T20I,3,20.0,155.84,19.48,35.06,240,4748.3
Junaid Siddique,T20I,2,14.12,133.33,17.78,42.22,240,3999.5
Amjad Javed,T20I,2,21.82,111.11,12.5,46.3,240,3569.3
AB Kamara,T20I,1,15.0,91.6,6.49,41.98,240,2703.7
S Pandey,ODI,1,16.0,81.91,10.58,54.61,240,2698.8
B Evans,ODI,1,17.14,98.36,10.66,52.46,240,3006.1
D Sabir,T20I,2,15.0,114.83,11.96,35.89,240,3478.0
Natalia Pervaiz,T20I,1,10.39,91.22,9.92,45.8,239,2699.5
RR Watson,ODI,5,34.14,71.13,10.12,66.96,239,3022.1
IA Cockbain,BBL,4,59.75,141.42,16.57,27.22,239,5956.5
E Claridge,T20I,2,18.38,117.73,15.27,39.9,239,3808.2
C Dickson,T20I,1,15.87,95.58,8.03,42.97,238,2879.8
Marina Iqbal,T20I,1,18.31,80.13,8.42,51.52,238,2660.6
DC Thomas,ODI,1,11.9,65.38,5.77,58.24,238,1942.7
NM Salonen,T20I,1,14.0,103.48,9.13,44.35,238,2973.0
Musa Ahmed,ODI,6,18.31,64.15,6.2,63.07,238,2125.6
SC Getkate,T20I,2,11.33,114.98,10.63,34.78,238,3269.3
R Rijke,ODI,1,17.0,73.01,7.67,57.98,238,2370.3
BCJ Cutting,IPL,3,21.64,168.79,24.11,37.59,238,5261.8
AJ Nair,BBL,2,21.64,118.41,10.45,33.33,238,3712.3
SK Springer,CPL,2,17.0,102.15,9.87,42.92,238,3136.8
F Suluoto,T20I,1,13.22,96.36,10.93,52.63,238,2846.6
Amjad Javed,ODI,1,21.64,92.25,13.95,62.02,238,3172.4
J Campbell,T20I,2,23.8,123.96,14.06,40.62,238,4006.9
DJ Willey,BBL,2,13.17,110.75,11.21,41.59,237,3220.8
DJ Harris,BBL,2,18.23,102.16,12.07,49.14,237,3240.7
MPP San,T20I,1,8.46,60.61,4.86,61.64,237,1638.0
MD Mishra,IPL,2,15.8,113.94,15.38,46.63,237,3569.7
Khalid Latif,T20I,2,26.33,105.33,13.78,46.22,237,3744.2
Khurram Khan,ODI,1,26.33,76.21,8.04,54.66,237,2836.5
HN Ya France,ODI,1,29.62,84.95,10.04,55.56,237,3201.8
Idrees Ul Haque,T20I,3,19.75,126.06,20.74,53.19,237,4149.8
Mohamed Arief,T20I,2,21.55,122.8,16.06,37.31,237,4086.9
DW Lawrence,BBL,2,21.55,128.8,17.39,39.67,237,4225.2
DE Budge,ODI,1,26.33,78.22,5.94,49.5,237,2798.2
Sahil Chauhan,T20I,2,13.94,129.51,16.94,48.63,237,3791.7
YK Pathan,T20I,2,16.86,146.58,17.39,35.4,236,4357.1
S Heath,T20I,3,33.71,146.58,19.88,32.3,236,5199.3
D Saxena,T20I,1,16.86,91.83,9.73,47.47,236,2913.6
J Broad,T20I,4,39.33,114.56,11.65,32.04,236,4420.3
Amoluk Singh,T20I,2,23.6,111.32,17.92,51.42,236,3926.6
RE Levi,T20I,3,21.45,141.32,20.96,44.91,236,4558.3
GJ Hopkins,ODI,1,14.75,75.88,6.75,51.77,236,2352.8
PA Chatterji,ODI,1,18.15,64.66,5.48,58.36,236,2145.7
LMM Tahuhu,T20I,2,11.24,111.32,12.26,41.98,236,3220.6
C Mahamalage,T20I,1,13.88,62.77,4.79,58.24,236,1915.0
Amar Naeem,T20I,2,14.69,107.31,15.53,52.05,235,3368.3
LG Pretorius,Test,5,78.33,92.89,9.88,50.99,235,5193.0
Nahida Akter,ODI,6,9.04,44.17,4.32,72.37,235,1275.7
D Johnson,T20I,2,11.19,112.98,12.98,44.71,235,3250.7
AJ Turner,PSL,3,26.11,169.06,19.42,20.86,235,5359.1
KU Carty,Test,6,16.79,45.81,4.68,77.97,235,1613.1
DA Miller,PSL,3,29.38,144.17,17.79,30.06,235,4895.9
JP Bray,ODI,6,26.0,63.76,7.36,64.85,234,2459.9
BF Mailata,T20I,1,19.5,97.5,11.67,51.67,234,3160.4
J Botha,T20I,2,18.0,118.18,14.14,39.39,234,3731.4
Abid Ali,ODI,5,39.0,93.6,11.6,51.6,234,3833.8
WG Jacks,Test,6,21.27,51.66,5.08,70.2,234,1888.9
IG Sharp,T20I,2,26.0,127.17,15.76,31.52,234,4376.7
NFI McCallum,ODI,6,29.12,66.01,7.65,66.57,233,2602.8
AM Tribe,ODI,5,77.67,75.4,7.12,55.99,233,4669.6
K Birkenstock,ODI,6,15.53,54.69,5.87,67.61,233,1802.4
ASF Sirah,T20I,2,17.92,120.73,16.58,41.97,233,3889.5
J Miyaji,T20I,2,11.1,106.88,8.72,40.37,233,2940.3
A Oxley,T20I,5,33.29,87.59,6.39,43.23,233,3308.3
RR Rossouw,BBL,2,17.85,126.09,15.76,36.41,232,3985.9
T Ruma,ODI,6,29.0,64.8,7.26,63.97,232,2592.4
J Tuffin,T20I,1,16.57,96.27,7.05,40.25,232,2888.3
GT Taylor,T20I,1,12.89,81.12,10.84,59.09,232,2523.4
A Mohammed,ODI,6,9.67,41.35,4.1,73.98,232,1245.1
TL Best,Test,6,15.47,64.62,10.31,71.87,232,2199.8
HMD Rasangika,ODI,6,25.78,60.73,8.12,67.28,232,2425.2
JM Fields,Test,5,77.33,56.72,8.56,73.11,232,4293.1
Salma Khatun,ODI,6,15.47,51.56,3.78,66.0,232,1640.2
I Chuma,T20I,1,9.28,65.72,5.67,56.66,232,1864.1
AIV Benatar,T20I,5,38.67,81.4,6.67,48.77,232,3363.4
C de Grandhomme,CPL,3,29.0,150.65,20.78,36.36,232,5080.6
O Batisani,T20I,1,19.33,78.38,9.8,58.45,232,2666.6
C de Grandhomme,BBL,2,21.09,140.61,16.97,30.3,232,4477.1
B Muzarabani,Test,6,11.55,53.97,8.18,76.64,231,1762.7
IR Bell,BBL,4,46.2,126.92,13.74,32.97,231,4974.9
Mohamed Azzam,T20I,1,9.62,73.1,4.75,50.95,231,1999.5
BAD Manenti,T20I,3,23.1,144.38,20.0,35.62,231,4730.7
Danish Kaneria,Test,6,7.7,50.66,6.58,76.75,231,1465.7
P Murungi,T20I,2,13.59,117.26,14.72,46.7,231,3487.1
NY McLean,ODI,6,17.77,65.62,8.81,67.05,231,2241.9
Khadija Khalil,T20I,1,7.45,61.44,2.93,55.59,231,1568.5
Shahil Momin,T20I,1,21.0,92.03,5.98,39.44,231,2935.6
D Brevis,ODI,3,25.56,143.75,18.75,45.0,230,4596.7
DP Hyatt,CPL,1,17.69,85.19,8.89,49.63,230,2764.7
KADA Kanchana,ODI,6,14.38,56.51,4.67,63.64,230,1760.8
P Siaka,ODI,1,20.91,73.02,6.67,54.6,230,2497.5
IY Mckeon,T20I,2,20.91,111.11,16.91,53.14,230,3730.0
STR Binny,ODI,1,25.56,93.5,11.38,49.59,230,3341.8
ST Gabriel,Test,6,4.32,34.7,5.15,85.0,229,1021.6
LE Plunkett,Test,6,16.36,50.33,6.81,74.51,229,1800.9
RAS Lakmal,ODI,1,10.41,58.57,4.86,61.89,229,1678.1
E Solomon,T20I,2,32.71,109.57,11.48,35.89,229,4035.4
K Fraser,ODI,1,28.62,76.85,7.72,55.37,229,2898.6
CNIM Joyce,ODI,6,25.33,48.2,6.13,74.0,228,2062.2
NRJ Croes,T20I,2,28.5,131.79,13.29,26.59,228,4439.5
TM Dowlin,ODI,1,28.5,65.52,6.03,57.47,228,2593.9
SIR Dunkley,Test,6,25.33,53.9,7.57,73.52,228,2237.4
RD Gaikwad,ODI,1,28.5,89.76,11.81,52.76,228,3383.2
Z James,ODI,6,10.86,46.72,4.71,73.77,228,1404.3
Sahir Naqash,T20I,2,20.73,132.56,13.37,31.4,228,4095.4
AA Jangoo,ODI,5,38.0,81.43,5.71,45.0,228,3328.0
LB Ferbrache,T20I,1,20.73,88.03,5.02,39.0,228,2811.7
JM Kerr,T20I,2,11.95,110.19,11.65,36.41,227,3269.1
Taskin Ahmed,T20I,2,10.81,104.13,12.84,49.54,227,3034.0
A Aikenhead,T20I,1,16.21,90.44,9.56,48.21,227,2846.7
Mohammad Rizwan,CPL,4,56.75,127.53,15.17,37.08,227,5415.0
Khurram Nawaz,T20I,2,20.64,119.47,14.21,38.42,227,3865.8
Z Kamara,T20I,1,10.32,82.85,7.66,53.65,227,2316.0
AJ Redmond,Test,6,17.46,42.75,6.78,80.23,227,1734.5
Nayeem Hasan,Test,6,14.19,40.46,3.57,74.69,227,1366.1
D Njoroge,T20I,1,28.38,93.03,9.43,45.9,227,3363.3
UT Khawaja,T20I,3,32.43,128.98,19.32,39.2,227,4769.6
I Udana,ODI,1,17.46,99.56,11.84,52.63,227,3109.1
Baseer Khan,T20I,2,16.14,104.15,9.68,37.33,226,3197.7
MA Baig,T20I,1,32.29,88.28,8.59,46.48,226,3379.6
Zeeshan Ashraf,PSL,2,16.14,125.56,18.33,42.22,226,4001.9
AM Samad,ODI,6,28.25,61.25,6.5,65.31,226,2444.3
Jahurul Islam,ODI,1,22.6,70.85,7.52,59.56,226,2515.9
DEM Carter,ODI,1,20.45,70.53,9.09,63.01,225,2486.1
DAS Gunaratne,T20I,2,25.0,126.4,14.04,30.9,225,4221.4
Kuldeep Yadav,Test,6,11.25,25.25,2.58,84.96,225,978.3
H Davids,CPL,2,18.75,106.13,10.38,39.62,225,3336.9
F Eseigbe,T20I,6,9.78,49.67,2.65,63.58,225,1358.7
RM Ghosh,Test,5,37.5,67.57,11.11,69.07,225,3132.4
MN van Wyk,T20I,3,32.14,143.31,21.02,42.68,225,5021.0
Asmavia Iqbal,ODI,6,13.24,54.35,5.56,66.43,225,1706.8
MS Wade,PSL,2,28.0,121.08,17.3,38.92,224,4362.6
NKF Rada Rani,T20I,1,17.23,77.51,4.15,44.29,224,2400.2
P Sabu,T20I,1,16.0,92.18,8.64,48.56,224,2796.2
Mahmud Jasat,T20I,1,14.93,72.96,5.21,53.09,224,2195.7
T Duffin,ODI,6,24.89,47.36,5.07,71.46,224,1962.8
Hussain Talat,ODI,1,28.0,80.58,7.55,48.56,224,3012.4
F Overdijk,ODI,6,20.36,49.12,3.29,65.57,224,1761.9
Mohammed Shami,ODI,1,8.0,82.66,9.59,55.35,224,2330.3
SKDT Madusanka,T20I,1,22.4,89.96,12.85,57.03,224,3165.0
MW Forde,ODI,2,16.0,113.71,15.74,52.79,224,3508.1
MM English,ODI,5,74.67,72.49,6.47,55.02,224,4485.9
S Maduranga,T20I,1,17.15,76.9,8.62,56.55,223,2511.4
IS Billcliff,ODI,6,24.78,57.92,6.49,67.27,223,2238.8
ASS Fletcher,T20I,1,7.69,85.77,7.31,45.38,223,2352.1
SE Marsh,T20I,2,20.27,104.69,10.33,42.25,223,3332.7
YH Bhatia,Test,5,31.86,66.37,9.23,64.58,223,2842.8
K Arua,T20I,1,18.58,75.08,5.72,52.19,223,2408.7
BR McDermott,ODI,5,44.6,80.22,8.63,56.47,223,3588.7
Nasibullah Arab,T20I,3,22.2,169.47,29.01,42.75,222,5542.8
A Kontopirakis,T20I,1,17.08,93.28,9.66,51.26,222,2881.1
Akhil Anil,T20I,2,14.8,115.62,14.06,43.75,222,3506.5
CN Onwuzulike,T20I,1,13.06,101.37,11.42,47.49,222,3013.9
ZP Ikiua,T20I,1,17.0,84.03,10.65,56.65,221,2738.4
KS Bharat,Test,6,20.09,53.0,6.0,72.66,221,1922.6
CT Dhururu,ODI,6,13.81,42.58,4.05,74.18,221,1412.4
C Chukwuonye,T20I,1,10.05,73.67,7.67,60.0,221,2087.4
Delawar Khan,T20I,2,14.73,134.76,15.85,40.85,221,3930.3
Nafees Iqbal,Test,6,18.42,42.58,5.97,79.0,221,1713.3
A Chopra,Test,6,27.62,32.99,4.03,83.73,221,1795.8
Mohammad Nabi,IPL,3,13.0,145.39,19.74,36.18,221,4339.1
J Mubarak,T20I,2,22.1,130.77,15.98,33.73,221,4261.6
F Samanyika,T20I,6,10.52,54.84,4.71,65.01,221,1574.6
DAJ Bracewell,ODI,1,20.09,80.66,7.66,50.36,221,2698.0
Rony Talukdar,T20I,3,24.44,137.5,18.75,37.5,220,4573.5
SB Dubey,IPL,3,20.0,153.85,20.98,32.87,220,4848.9
J Martins,T20I,2,20.0,119.57,14.13,41.85,220,3787.8
L Tshuma,T20I,1,10.48,89.07,10.12,53.04,220,2580.0
EL Watson,T20I,1,10.48,70.74,6.11,54.98,220,2030.4
DA Warner,CPL,2,31.43,111.68,11.68,37.06,220,4012.0
Jordan O'Brien,T20I,2,10.48,105.77,12.5,44.23,220,3096.5
DR Chumney,ODI,6,21.9,66.97,7.65,63.61,219,2385.5
AB McDonald,BBL,2,21.9,112.89,10.31,38.14,219,3564.5
P Mustard,ODI,1,24.33,92.41,12.66,54.85,219,3289.1
Theertha Satish,ODI,5,36.5,60.66,6.37,62.05,219,2782.3
MK Amusa,T20I,1,14.6,64.99,5.93,61.42,219,2000.9
AY Patel,Test,6,11.53,38.09,4.7,81.04,219,1307.6
K Gore,CPL,2,27.38,129.59,15.38,35.5,219,4377.7
Asim Kamal,Test,5,54.75,48.34,7.95,78.59,219,3287.4
SSJ Brooks,T20I,2,19.82,102.83,12.26,51.42,218,3286.9
AK Sah,T20I,2,16.77,119.78,17.03,52.75,218,3706.9
S Cotter,T20I,1,14.53,97.76,12.11,48.88,218,3044.4
Saeed Anwar,ODI,5,43.6,71.95,6.6,58.09,218,3277.1
PM Seelaar,ODI,6,12.11,59.89,6.32,66.48,218,1790.2
AB de Villiers,PSL,4,54.5,128.99,14.2,28.99,218,5400.5
I Kaia,T20I,2,14.53,111.22,14.29,45.41,218,3426.2
K Goel,IPL,1,15.57,94.37,11.26,52.81,218,2923.5
BJ Hodge,Test,6,36.33,49.89,6.86,75.06,218,2545.3
P Rathnayake,ODI,5,43.6,91.6,8.4,42.02,218,3899.6
UWMBCA Welegedara,Test,6,9.48,51.54,8.27,78.72,218,1655.4
DK Anefie,T20I,2,13.62,116.58,10.7,42.25,218,3272.4
Rishad Hossain,T20I,2,8.38,126.01,16.76,46.24,218,3553.9
Simi Singh,T20I,2,9.91,105.31,9.66,35.27,218,3007.1
R Mutumbami,Test,6,19.73,47.38,6.55,77.73,217,1867.1
MS Panesar,Test,6,5.17,29.93,3.31,84.55,217,862.8
Aamer Jamal,PSL,3,19.73,141.83,20.26,39.22,217,4532.7
SF Mire,T20I,2,31.0,127.65,17.06,45.88,217,4449.9
GJ Delany,ODI,1,18.08,97.75,11.71,49.55,217,3141.0
Kamran Akmal,CPL,2,15.5,110.15,14.21,44.67,217,3452.9
RS Glen,T20I,2,13.56,103.33,11.43,48.1,217,3051.0
MT Renshaw,ODI,1,27.12,89.67,6.2,41.32,217,3118.0
Shoaib Akhtar,ODI,1,9.04,88.21,9.76,58.94,217,2405.4
AA Jhunjhunwala,IPL,2,15.5,103.33,11.43,42.38,217,3205.5
Ali Saleem,T20I,2,18.0,121.35,14.04,43.26,216,3710.8
D Parashar,T20I,2,19.64,108.0,8.5,32.5,216,3371.3
TT Bresnan,T20I,2,16.62,127.06,12.94,32.94,216,3812.5
T Marumani,ODI,6,15.43,67.5,8.12,66.25,216,2143.4
TA Boult,ODI,1,8.31,77.42,9.68,61.29,216,2189.1
Iram Javed,ODI,6,12.0,58.54,7.59,68.02,216,1829.7
A Dutt,ODI,6,7.2,59.02,4.92,64.75,216,1525.1
R Poddar,T20I,1,12.71,79.7,6.64,48.71,216,2362.8
Umair Qasim,T20I,1,13.5,95.58,11.5,50.88,216,2906.0
Atif Rasheed,T20I,2,14.33,119.44,12.22,43.33,215,3424.2
JM Fields,ODI,1,26.88,65.95,6.13,56.44,215,2558.6
N Boje,ODI,5,43.0,101.9,11.85,44.55,215,4213.6
A Pusthay,T20I,1,16.54,94.3,9.65,46.49,215,2941.4
EMDY Munaweera,T20I,2,17.92,131.1,19.51,45.12,215,4181.2
Shamyl Hussain,PSL,3,23.89,146.26,19.73,34.69,215,4779.3
MT Renshaw,T20I,4,43.0,136.94,12.1,22.93,215,5025.8
WP Masakadza,T20I,1,7.96,89.58,7.5,43.75,215,2449.9
KTK Rodrigo,T20I,1,17.83,92.64,10.82,48.48,214,3016.2
LOB Cann,ODI,2,21.4,124.42,19.19,51.74,214,4102.8
S Ecclestone,WPL,2,11.26,108.08,13.13,43.43,214,3210.4
P Suanchuai,T20I,1,9.73,69.48,6.82,59.09,214,1972.5
C Uwamahoro,T20I,1,14.27,84.92,9.13,55.16,214,2567.3
S Prasanna,T20I,2,14.27,132.92,16.15,40.99,214,3904.4
B Etim,T20I,1,13.38,69.71,7.49,60.91,214,2131.2
SP Narine,PSL,3,16.46,164.62,24.62,40.0,214,5005.6
DL Piedt,Test,6,15.29,34.57,3.72,81.74,214,1333.6
HV Mandhyan,T20I,1,14.27,96.83,9.95,47.51,214,2896.7
D Heyliger,ODI,1,13.31,95.95,11.71,52.7,213,2891.5
FH Allen,PSL,3,23.67,171.77,29.03,39.52,213,5676.0
Saad Baig,PSL,3,17.75,126.04,20.71,42.6,213,4220.2
A Lister,ODI,1,30.43,84.86,11.16,51.0,213,3367.1
N Hussain,ODI,1,19.36,66.36,4.67,55.45,213,2198.8
C de Lange,ODI,6,15.21,50.47,4.03,68.72,213,1590.2
Saif Hassan,ODI,1,21.3,80.99,11.41,62.74,213,2819.9
BAW Mendis,Test,6,16.38,46.81,5.71,75.6,213,1677.0
S Meghana,T20I,2,23.67,103.9,16.1,49.76,213,3725.1
Devender Singh,T20I,1,16.38,100.47,10.38,44.81,213,3093.5
A Busing-Volschenk,T20I,2,30.43,142.0,14.0,34.0,213,4592.9
C Nunes,T20I,3,26.5,148.25,18.88,33.57,212,4863.7
Muhammad Siddiqui,T20I,2,19.27,129.27,20.12,51.22,212,4159.5
FL Mackay,T20I,2,21.2,96.36,10.91,43.18,212,3275.6
DR Gibson,T20I,2,15.14,130.06,19.63,36.2,212,4197.5
CPPM Sadun,T20I,1,17.67,94.64,9.38,44.2,212,3002.8
DJM Short,ODI,1,30.14,78.44,6.32,47.58,211,2993.0
SV Carlisle,Test,6,21.1,39.0,5.36,81.15,211,1721.9
Shafiul Islam,Test,6,11.11,48.06,7.74,81.55,211,1631.8
AGS Gous,CPL,4,35.17,123.39,14.04,35.67,211,4490.7
ZL Win,T20I,1,8.79,77.86,7.38,52.77,211,2180.8
S Samarawickrama,T20I,2,16.23,103.43,11.76,38.24,211,3314.5
Harpreet Singh,ODI,5,42.2,98.14,12.09,45.58,211,4132.1
M Louis,CPL,3,23.33,140.0,20.0,44.0,210,4555.6
CA Ingram,T20I,2,23.33,129.63,18.52,40.74,210,4359.5
A Venkatesh,T20I,2,23.33,99.06,8.49,37.74,210,3309.1
Kuldeep Yadav,IPL,1,14.0,83.0,8.3,49.8,210,2551.2
CJ Delany,T20I,2,30.0,108.81,11.92,44.56,210,3825.8
R Dhawan,IPL,2,21.0,112.3,13.37,44.92,210,3628.3
